0,1,2,3,4,5
           1,Number,W06000023,Powys,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000023,Powys,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           8,Number,W06000023,Powys,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          17,Number,W06000023,Powys,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Health,Total LSOAs
           1,Number,W06000023,Powys,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Number,W06000023,Powys,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Number,W06000023,Powys,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          16,Number,W06000023,Powys,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Education,Total LSOAs
           2,Number,W06000023,Powys,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Number,W06000023,Powys,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
           9,Number,W06000023,Powys,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          22,Number,W06000023,Powys,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Access to services,Total LSOAs
          39,Number,W06000023,Powys,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          50,Number,W06000023,Powys,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          56,Number,W06000023,Powys,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          65,Number,W06000023,Powys,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Housing,Total LSOAs
           8,Number,W06000023,Powys,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          20,Number,W06000023,Powys,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          29,Number,W06000023,Powys,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Number,W06000023,Powys,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Community safety,Total LSOAs
           5,Number,W06000023,Powys,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Number,W06000023,Powys,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          11,Number,W06000023,Powys,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          21,Number,W06000023,Powys,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          79,Number,W06000023,Powys,Physical environment,Total LSOAs
           1,Number,W06000023,Powys,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Number,W06000023,Powys,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          13,Number,W06000023,Powys,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Number,W06000023,Powys,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,WIMD,Total LSOAs
           6,Number,W06000024,Merthyr Tydfil,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Number,W06000024,Merthyr Tydfil,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Number,W06000024,Merthyr Tydfil,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          26,Number,W06000024,Merthyr Tydfil,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Income,Total LSOAs
           5,Number,W06000024,Merthyr Tydfil,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Number,W06000024,Merthyr Tydfil,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Number,W06000024,Merthyr Tydfil,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          26,Number,W06000024,Merthyr Tydfil,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Employment,Total LSOAs
           5,Number,W06000024,Merthyr Tydfil,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Number,W06000024,Merthyr Tydfil,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Number,W06000024,Merthyr Tydfil,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          29,Number,W06000024,Merthyr Tydfil,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Health,Total LSOAs
          10,Number,W06000024,Merthyr Tydfil,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000024,Merthyr Tydfil,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          17,Number,W06000024,Merthyr Tydfil,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          28,Number,W06000024,Merthyr Tydfil,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Education,Total LSOAs
           6,Number,W06000024,Merthyr Tydfil,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Number,W06000024,Merthyr Tydfil,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          19,Number,W06000024,Merthyr Tydfil,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          30,Number,W06000024,Merthyr Tydfil,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Access to services,Total LSOAs
           1,Number,W06000024,Merthyr Tydfil,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000024,Merthyr Tydfil,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          12,Number,W06000024,Merthyr Tydfil,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          24,Number,W06000024,Merthyr Tydfil,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Housing,Total LSOAs
           0,Number,W06000024,Merthyr Tydfil,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           1,Number,W06000024,Merthyr Tydfil,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
           3,Number,W06000024,Merthyr Tydfil,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          16,Number,W06000024,Merthyr Tydfil,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Community safety,Total LSOAs
           5,Number,W06000024,Merthyr Tydfil,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000024,Merthyr Tydfil,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
           7,Number,W06000024,Merthyr Tydfil,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          24,Number,W06000024,Merthyr Tydfil,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          36,Number,W06000024,Merthyr Tydfil,Physical environment,Total LSOAs
           5,Number,W06000024,Merthyr Tydfil,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           8,Number,W06000024,Merthyr Tydfil,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Number,W06000024,Merthyr Tydfil,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          15,Number,W06000024,Merthyr Tydfil,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000001,Isle of Anglesey,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000001,Isle of Anglesey,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000001,Isle of Anglesey,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          56,Percentage,W06000001,Isle of Anglesey,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000001,Isle of Anglesey,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000001,Isle of Anglesey,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000001,Isle of Anglesey,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          49,Percentage,W06000001,Isle of Anglesey,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000001,Isle of Anglesey,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Percentage,W06000001,Isle of Anglesey,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          17,Percentage,W06000001,Isle of Anglesey,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          32,Percentage,W06000001,Isle of Anglesey,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000001,Isle of Anglesey,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Percentage,W06000001,Isle of Anglesey,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          17,Percentage,W06000001,Isle of Anglesey,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          22,Percentage,W06000001,Isle of Anglesey,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000001,Isle of Anglesey,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000001,Isle of Anglesey,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000001,Isle of Anglesey,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          56,Percentage,W06000001,Isle of Anglesey,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          27,Percentage,W06000001,Isle of Anglesey,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          54,Percentage,W06000001,Isle of Anglesey,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          61,Percentage,W06000001,Isle of Anglesey,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          73,Percentage,W06000001,Isle of Anglesey,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          27,Percentage,W06000001,Isle of Anglesey,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          41,Percentage,W06000001,Isle of Anglesey,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          59,Percentage,W06000001,Isle of Anglesey,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          76,Percentage,W06000001,Isle of Anglesey,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000001,Isle of Anglesey,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000001,Isle of Anglesey,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000001,Isle of Anglesey,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000001,Isle of Anglesey,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000001,Isle of Anglesey,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Percentage,W06000001,Isle of Anglesey,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           7,Percentage,W06000001,Isle of Anglesey,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          17,Percentage,W06000001,Isle of Anglesey,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000002,Gwynedd,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000002,Gwynedd,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Percentage,W06000002,Gwynedd,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Percentage,W06000002,Gwynedd,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000002,Gwynedd,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000002,Gwynedd,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          13,Percentage,W06000002,Gwynedd,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          38,Percentage,W06000002,Gwynedd,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           1,Percentage,W06000002,Gwynedd,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000002,Gwynedd,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           7,Percentage,W06000002,Gwynedd,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          28,Percentage,W06000002,Gwynedd,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           1,Percentage,W06000002,Gwynedd,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Percentage,W06000002,Gwynedd,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Percentage,W06000002,Gwynedd,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          23,Percentage,W06000002,Gwynedd,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000002,Gwynedd,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Percentage,W06000002,Gwynedd,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
           7,Percentage,W06000002,Gwynedd,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          32,Percentage,W06000002,Gwynedd,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          30,Percentage,W06000002,Gwynedd,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          46,Percentage,W06000002,Gwynedd,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          56,Percentage,W06000002,Gwynedd,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          72,Percentage,W06000002,Gwynedd,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          38,Percentage,W06000002,Gwynedd,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          65,Percentage,W06000002,Gwynedd,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          79,Percentage,W06000002,Gwynedd,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          83,Percentage,W06000002,Gwynedd,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000002,Gwynedd,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000002,Gwynedd,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000002,Gwynedd,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Percentage,W06000002,Gwynedd,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000002,Gwynedd,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           7,Percentage,W06000002,Gwynedd,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000002,Gwynedd,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          30,Percentage,W06000002,Gwynedd,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000003,Conwy,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000003,Conwy,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000003,Conwy,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Percentage,W06000003,Conwy,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000003,Conwy,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000003,Conwy,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Percentage,W06000003,Conwy,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          51,Percentage,W06000003,Conwy,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000003,Conwy,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Percentage,W06000003,Conwy,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Percentage,W06000003,Conwy,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Percentage,W06000003,Conwy,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000003,Conwy,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000003,Conwy,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Percentage,W06000003,Conwy,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          44,Percentage,W06000003,Conwy,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000003,Conwy,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Percentage,W06000003,Conwy,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Percentage,W06000003,Conwy,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000003,Conwy,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          13,Percentage,W06000003,Conwy,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000003,Conwy,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          32,Percentage,W06000003,Conwy,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          49,Percentage,W06000003,Conwy,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          14,Percentage,W06000003,Conwy,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          28,Percentage,W06000003,Conwy,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          37,Percentage,W06000003,Conwy,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          58,Percentage,W06000003,Conwy,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          20,Percentage,W06000003,Conwy,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          27,Percentage,W06000003,Conwy,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          37,Percentage,W06000003,Conwy,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          56,Percentage,W06000003,Conwy,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000003,Conwy,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Percentage,W06000003,Conwy,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000003,Conwy,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          39,Percentage,W06000003,Conwy,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          12,Percentage,W06000004,Denbighshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000004,Denbighshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Percentage,W06000004,Denbighshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Percentage,W06000004,Denbighshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          12,Percentage,W06000004,Denbighshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          19,Percentage,W06000004,Denbighshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Percentage,W06000004,Denbighshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          57,Percentage,W06000004,Denbighshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          14,Percentage,W06000004,Denbighshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000004,Denbighshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          24,Percentage,W06000004,Denbighshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Percentage,W06000004,Denbighshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          12,Percentage,W06000004,Denbighshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          22,Percentage,W06000004,Denbighshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Percentage,W06000004,Denbighshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Percentage,W06000004,Denbighshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           9,Percentage,W06000004,Denbighshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          19,Percentage,W06000004,Denbighshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Percentage,W06000004,Denbighshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Percentage,W06000004,Denbighshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          14,Percentage,W06000004,Denbighshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          22,Percentage,W06000004,Denbighshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          29,Percentage,W06000004,Denbighshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          41,Percentage,W06000004,Denbighshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          12,Percentage,W06000004,Denbighshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Percentage,W06000004,Denbighshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          34,Percentage,W06000004,Denbighshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          45,Percentage,W06000004,Denbighshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          17,Percentage,W06000004,Denbighshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Percentage,W06000004,Denbighshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          33,Percentage,W06000004,Denbighshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          55,Percentage,W06000004,Denbighshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           2,Percentage,W06000004,Denbighshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Percentage,W06000004,Denbighshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000004,Denbighshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Percentage,W06000004,Denbighshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000005,Flintshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Percentage,W06000005,Flintshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Percentage,W06000005,Flintshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          29,Percentage,W06000005,Flintshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000005,Flintshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000005,Flintshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000005,Flintshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          39,Percentage,W06000005,Flintshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000005,Flintshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Percentage,W06000005,Flintshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Percentage,W06000005,Flintshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000005,Flintshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          10,Percentage,W06000005,Flintshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Percentage,W06000005,Flintshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          17,Percentage,W06000005,Flintshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Percentage,W06000005,Flintshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000005,Flintshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          16,Percentage,W06000005,Flintshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Percentage,W06000005,Flintshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          41,Percentage,W06000005,Flintshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
           4,Percentage,W06000005,Flintshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Percentage,W06000005,Flintshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          25,Percentage,W06000005,Flintshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Percentage,W06000005,Flintshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
           0,Percentage,W06000005,Flintshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Percentage,W06000005,Flintshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
           8,Percentage,W06000005,Flintshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          25,Percentage,W06000005,Flintshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000005,Flintshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Percentage,W06000005,Flintshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          23,Percentage,W06000005,Flintshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Percentage,W06000005,Flintshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
           3,Percentage,W06000005,Flintshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Percentage,W06000005,Flintshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Percentage,W06000005,Flintshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          42,Percentage,W06000005,Flintshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000006,Wrexham,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Percentage,W06000006,Wrexham,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          29,Percentage,W06000006,Wrexham,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          43,Percentage,W06000006,Wrexham,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
           8,Percentage,W06000006,Wrexham,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          23,Percentage,W06000006,Wrexham,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Percentage,W06000006,Wrexham,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Percentage,W06000006,Wrexham,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
           5,Percentage,W06000006,Wrexham,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Percentage,W06000006,Wrexham,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          26,Percentage,W06000006,Wrexham,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          45,Percentage,W06000006,Wrexham,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          12,Percentage,W06000006,Wrexham,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Percentage,W06000006,Wrexham,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          32,Percentage,W06000006,Wrexham,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          55,Percentage,W06000006,Wrexham,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
           7,Percentage,W06000006,Wrexham,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Percentage,W06000006,Wrexham,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          25,Percentage,W06000006,Wrexham,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Percentage,W06000006,Wrexham,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
           6,Percentage,W06000006,Wrexham,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
